recno,Name,Vmag,SpType,n_Name,Teff,e_Teff,E_Teff,logg,e_logg,E_logg,[M/H],e_[M/H],E_[M/H],SMR,_RA,_DE,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff_x,b_Teff_x,B_Teff_xa,logg_x,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
135,HD 135633,8.46,G0V," ",6095,65,70,4.25,0.35,0.45,0.22,0.06,0.06,*,228.8634,22.54927,Gaia DR3 1215345491295646976,228.86289547792,22.54950946857,0.0,0.0,41.0,1636148068921376768,1215345491295646976,635191142,0.0154,0.0159,13.1903,0.0214,614.9916,119.135,-106.129,0.023,54.126,0.021,0.2236,-0.1487,-0.3112,-0.36,-0.1858,-0.3347,-0.1488,0.0329,0.126,0.3915,300,300,294,6,-2.0631,535.38,0.11,9.4586,31,true,1.577,,,,,,,,34,17,0.036729,36,0.02264,55.09,0,0,0.914,0,295,8622964.20159,1758.17,4904.51,8.348226,0.002764,32,4832000.0,2236.89,2160.15,8.628224,0.002835,32,5477290.0,2058.12,2661.31,7.90148,0.003801,1.196,0,0,0,0,0,0.726744,0.279999,0.446745,-30.27,0.17,1,13,1,9,199.75,0.6891,0.060709,733.493,1.21,6250.0,4.0,0.25,222,,,,7.742764,0.012406,12,,NOT_AVAILABLE,0.0,0.0,0.992964,5997.5,5995.9,5999.4,4.2835,4.2819,4.2852,0.0136,0.0059,0.0194,75.5033,75.3227,75.6533,6.0E-4,1.0E-4,0.0016,5.0E-4,1.0E-4,0.0014,3.0E-4,0.0,8.0E-4,MARCS,228.86340620659,22.54926890808,0.366471,0.339845,0.4138,1.885986
136,HD 137510,6.26,G0IV-V," ",5875,70,20,4.0,0.35,0.05,0.16,0.08,0.04,*,231.47196,19.48071,Gaia DR3 1210681844007239040,231.4717041374,19.48067684484,0.0,0.0,166.0,1636148068921376768,1210681844007239040,1146301373,0.0226,0.0372,23.0198,0.0443,519.1125,54.13,-53.701,0.033,-6.801,0.044,-0.2656,-0.0968,-0.0391,-0.3652,-0.3674,-0.416,0.4014,0.3035,-0.1606,-0.1764,284,284,282,2,12.9771,2946.4,0.256,84.15,31,true,1.571,,,,,,,,32,13,0.066789,32,0.05176,73.59,0,0,1.598,0,281,6.733235498471E7,17429.0,3863.24,6.116807,0.00277,31,3.70104E7,25224.1,1467.26,6.417733,0.002887,29,4.35927E7,43821.4,994.781,5.64936,0.003934,1.197,0,0,0,0,0,0.768373,0.300925,0.467447,-6.68,0.15,1,19,0,12,728.59,,0.01397,803.959,0.95,6000.0,4.0,0.25,222,7.0727,0.6083,19,5.484406,0.009567,19,,NOT_AVAILABLE,0.0,0.0,0.997667,,,,,,,,,,,,,,,,,,,,,,,231.47195729945,19.48070707159,0.531329,0.696591,-0.1421,0.87654
138,HD 140235,9.14,G2V," ",5850,60,95,4.95,0.0,0.4,-0.26,0.1,0.1," ",235.57654,3.2273,Gaia DR3 4424512791073143552,235.576074291,3.227602918,0.0,0.0,71.0,1636148068921376768,4424512791073143552,742198351,0.0162,0.0119,15.631,0.0173,902.1148,126.947,-105.897,0.021,70.01,0.016,0.2528,-0.2311,0.3185,0.1665,-0.099,0.2068,0.4852,-0.0818,0.0554,0.3003,304,304,299,5,4.5795,872.1,0.104,15.448,31,true,1.554,,,,,,,,34,17,0.030956,36,0.02565,19.54,69,0,1.193,0,299,4805588.01565,1121.38,4285.41,8.983001,0.002767,33,2618620.0,808.315,3239.6,9.293361,0.00281,31,3292010.0,1561.8,2107.83,8.454242,0.003814,1.23,0,0,0,0,0,0.839119,0.31036,0.528759,-111.81,0.25,1,13,4,12,166.36,3.1956,8.0E-6,760.139,1.94,5500.0,4.5,-0.5,101,,,,8.252466,0.005224,8,,NOT_AVAILABLE,0.0,0.0,0.999146,5537.3,5535.0,5539.4,4.3935,4.3917,4.3967,-0.875,-0.886,-0.8628,63.7318,63.3917,63.852,3.0E-4,0.0,9.0E-4,3.0E-4,0.0,8.0E-4,2.0E-4,0.0,4.0E-4,MARCS,235.57654567945,3.22729177032,0.327586,0.242756,0.2937,1.997779
141,TYC 4193-691-1,11.04,G0V," ",5995,35,45,4.6,0.15,0.2,-0.18,0.04,0.04," ",250.62705,64.36033,Gaia DR3 1634917788425897216,250.62660117217,64.36046547869,0.0,0.0,67.0,1636148068921376768,1634917788425897216,676796284,0.0119,0.0113,4.1572,0.0116,359.4485,54.091,-43.751,0.015,31.807,0.014,0.0487,-0.1064,-0.1178,0.1343,0.1043,0.1177,-0.0897,-0.0223,-0.0979,-0.1105,278,278,278,0,-0.5303,637.27,0.086,8.865,31,true,1.567,,,,,,,,32,22,0.021211,77,0.03703,155.2,1,0,0.976,1,595,826986.35277,141.782,5832.79,10.893621,0.002762,69,454728.0,179.893,2527.77,11.194162,0.002823,69,535179.0,127.571,4195.14,10.426648,0.003788,1.197,0,8,0,2,0,0.767514,0.300541,0.466973,-13.76,0.37,1,38,5,18,90.032,1.5997,0.014675,991.673,7.8,5500.0,3.0,-1.0,444,8.9199,6.3563,15,10.236886,0.006389,31,94.52576,NOT_AVAILABLE,0.0,0.0,0.999697,5765.1,5764.1,5766.3,4.2158,4.2144,4.2174,-0.6169,-0.6224,-0.6111,239.0785,238.4554,239.7056,4.0E-4,1.0E-4,0.0011,3.0E-4,0.0,9.0E-4,2.0E-4,0.0,5.0E-4,MARCS,250.62705055063,64.36032411281,0.237939,0.222953,-0.1216,0.852468
142,BD+29 2963,8.42,G0V," ",5865,55,55,4.7,0.25,0.2,0.0,0.02,0.06," ",258.54833,29.56936,Gaia DR3 4575640939189694464,258.54840604705,29.56919669891,0.0,0.0,9.0,1636148068921376768,4575640939189694464,268651823,0.0438,0.0514,14.9103,0.0622,239.6214,24.69,18.451,0.062,-16.406,0.069,0.0508,0.0383,0.0282,0.0334,0.0687,0.0272,-0.0874,-0.0608,-0.1093,0.1269,425,425,425,0,59.5944,12236.0,0.655,323.89,31,false,1.556,,,,,,,,49,28,0.098245,55,0.02068,54.09,0,0,3.649,0,445,9469437.71868,1522.67,6218.98,8.246556,0.002761,48,5079290.0,1533.23,3312.81,8.574034,0.002809,47,6356050.0,1554.01,4090.09,7.739927,0.003789,1.208,0,0,0,0,0,0.834106,0.327477,0.506629,22.91,0.74,1,25,2,21,314.23,40.274,0.0,953.551,10.04,5750.0,4.0,-0.25,222,,,,7.545505,0.005045,23,,NOT_AVAILABLE,0.0,0.0,0.998258,5652.5,5643.2,5665.6,4.2088,4.195,4.2124,-0.7046,-0.7165,-0.6905,67.6212,67.1488,69.4292,0.0216,0.0154,0.03,0.018,0.0129,0.0251,0.0097,0.0069,0.0136,PHOENIX,258.54831176325,29.56926961546,0.987576,1.112286,0.1236,0.634276
143,BD+36 3323,10.21,G2V," ",5155,95,80,3.8,0.3,0.2,-0.04,0.12,0.12," ",283.76918,36.18581,Gaia DR3 2093683792439828608,283.76923218449,36.18582438204,0.0,0.0,153.0,1636148068921376768,2093683792439828608,66372628,0.0083,0.0097,4.0689,0.0105,386.8564,9.544,9.08,0.012,2.942,0.013,-0.2192,-0.1798,-0.1174,0.1072,0.2758,0.0857,-0.2695,0.0528,-0.1732,-0.1482,406,406,402,4,-2.6517,638.98,0.062,5.6183,31,false,1.494,,,,,,,,46,27,0.019251,50,0.007733,147.6,1,0,0.907,0,388,2079122.42851,202.556,10264.4,9.892667,0.002757,48,979822.0,301.123,3253.89,10.360674,0.00281,48,1568770.0,320.829,4889.74,9.258997,0.003786,1.226,0,25,0,26,0,1.101677,0.468007,0.63367,13.41,0.15,1,27,12,21,156.61,0.33427,0.096173,854.449,1.69,5000.0,3.5,0.0,440,5.5092,2.2834,13,9.012652,0.005812,13,,NOT_AVAILABLE,0.0,0.0,0.999833,,,,,,,,,,,,,,,,,,,,,,,283.76918218581,36.18581130755,0.187841,0.215463,-0.1543,0.160222
144,TYC 1047-340-1,10.83,G0V," ",6100,45,50,4.3,0.2,0.25,-0.02,0.04,0.04," ",285.3108,11.72331,Gaia DR3 4313449330560199680,285.31078156014,11.72316201049,0.0,0.0,20.0,1636148068921376768,4313449330560199680,803365308,0.016,0.0179,3.8509,0.0208,185.0507,34.793,-5.69,0.02,-34.324,0.022,0.0924,-0.1334,0.0045,0.0488,-0.3266,0.081,0.0049,-0.1908,-0.1595,0.3311,211,211,210,1,3.6301,668.72,0.128,18.12,31,true,1.549,,,,,,,,24,15,0.033688,26,0.02155,52.98,0,0,1.183,0,193,846420.65054,123.935,6829.56,10.868402,0.00276,22,449188.0,448.933,1000.57,11.207472,0.002994,21,571999.0,205.568,2782.53,10.354408,0.003799,1.206,0,0,0,0,0,0.853064,0.33907,0.513993,-36.28,9.86,1,9,3,6,49.931,42.744,0.0,759.815,57.73,5500.0,3.5,-0.25,444,11.0492,6.6673,6,10.1353,0.013397,6,,NOT_AVAILABLE,0.0,0.0,0.99979,6235.4,6230.2,6240.8,4.0886,4.0836,4.0938,-0.3642,-0.3697,-0.3588,256.0629,254.4527,257.6283,0.426,0.4225,0.4294,0.3608,0.3577,0.3637,0.1947,0.193,0.1963,PHOENIX,285.31080738916,11.72331456172,0.323818,0.346824,0.324,0.536713
145,BD+45 2829,11.65,G2V," ",5615,70,55,3.1,0.35,0.1,-0.22,0.12,0.08," ",286.30202,45.66498,Gaia DR3 2106471593705374464,286.30202793302,45.6649614522,0.0,0.0,170.0,1636148068921376768,2106471593705374464,1337671006,0.0105,0.0119,2.2607,0.0119,189.8189,4.996,0.88,0.013,-4.918,0.014,-0.0445,0.0592,-0.1202,-0.0475,0.1267,-0.0766,-0.2841,-0.192,-0.0244,-0.0188,392,392,388,4,-5.112,930.93,0.11,18.423,31,true,1.554,,,,,,,,45,26,0.019883,50,0.01284,134.4,0,0,0.82,0,381,634635.60696,110.993,5717.8,11.181056,0.002762,47,340129.0,160.511,2119.04,11.509434,0.002837,46,420324.0,122.809,3422.58,10.688936,0.003793,1.198,0,1,0,0,0,0.820498,0.328378,0.49212,-25.52,0.29,1,24,1,20,64.8,-1.0724,0.813705,854.188,4.29,5750.0,4.0,0.25,222,9.384,4.9943,20,10.509033,0.006744,20,70.5892,NOT_AVAILABLE,0.0,0.0,0.999781,5784.0,5778.5,5789.2,3.9737,3.9705,3.9766,-0.1835,-0.1879,-0.1791,436.7655,434.5364,439.147,0.0108,0.0078,0.0136,0.009,0.0065,0.0114,0.0048,0.0034,0.0061,PHOENIX,286.30202233373,45.66498330938,0.212177,0.228769,-0.0123,0.069691
146,BD+28 3198,8.66,G2V," ",5840,25,45,4.0,0.1,0.25,0.24,0.04,0.06,*,286.74088,29.2026,Gaia DR3 2037817808493104768,286.74085630309,29.20266390041,0.0,0.0,174.0,1636148068921376768,2037817808493104768,158307309,0.0105,0.0149,8.6176,0.0156,552.8518,14.87,-5.548,0.014,13.796,0.02,-0.081,-0.0242,-0.1549,-0.0266,0.0824,-0.0188,-0.4744,-0.1701,-0.0337,-0.1431,470,470,465,5,1.9143,1129.2,0.115,14.312,31,true,1.56,,,,,,,,53,28,0.028355,56,0.02588,10.43,0,0,1.063,0,466,7451134.07481,1252.88,5947.22,8.506811,0.002761,53,4041220.0,1511.4,2673.83,8.822261,0.00282,52,4894860.0,1102.57,4439.49,8.023544,0.003787,1.199,0,23,0,15,0,0.798717,0.31545,0.483267,-9.52,0.14,1,16,2,12,219.38,0.10448,0.241585,919.11,0.95,5750.0,4.0,0.25,222,,,,7.856727,0.005382,12,,NOT_AVAILABLE,0.0,0.0,0.999019,5796.6,5780.3,5828.5,4.0555,4.0528,4.0684,0.1421,0.1267,0.1712,115.0081,112.3815,115.5351,0.0244,0.014,0.0445,0.0205,0.0118,0.0374,0.0109,0.0062,0.0199,MARCS,286.74088455121,29.20260258329,0.23073,0.31974,-0.1368,0.241794
147,BD+46 2647,10.18,G0V," ",5985,60,55,3.5,0.3,0.25,-0.2,0.06,0.08," ",288.48864,46.33463,Gaia DR3 2130380989447773696,288.48860119355,46.33465418712,0.0,0.0,162.0,1636148068921376768,2130380989447773696,1534481891,0.0095,0.0109,3.636,0.0109,332.8907,7.192,-5.407,0.012,4.742,0.014,-0.1016,-0.0149,-0.093,0.0701,0.1644,0.0515,-0.1124,-0.0914,0.0195,0.0233,346,346,343,3,-2.1973,642.42,0.08,8.2422,31,false,1.579,,,,,,,,39,27,0.018831,43,0.003442,88.3,0,0,0.916,0,346,1941240.00964,348.105,5576.6,9.967169,0.002762,40,1087490.0,418.807,2596.63,10.247481,0.002821,36,1232520.0,248.893,4952.02,9.520908,0.003786,1.195,0,0,0,0,0,0.726573,0.280313,0.44626,-53.88,0.3,1,12,4,8,85.346,0.22347,0.297428,824.947,2.47,6000.0,3.5,-0.25,222,,,,9.34492,0.01176,6,,NOT_AVAILABLE,0.0,0.0,1.0E-6,5934.9,5930.0,5952.6,3.9462,3.9435,3.9569,-0.3382,-0.3469,-0.3231,272.5218,267.6605,273.7061,0.0038,8.0E-4,0.0149,0.0032,7.0E-4,0.0127,0.0017,3.0E-4,0.0069,MARCS,288.48863599824,46.33463310992,0.192997,0.218501,0.0167,0.129946
148,BD+44 3090,10.45,G2V," ",5750,95,50,3.5,0.5,0.3,-0.5,0.08,0.04," ",289.05469,45.09216,Gaia DR3 2127169247260908800,289.05485369397,45.09255118999,0.0,0.0,28.0,1636148068921376768,2127169247260908800,1310015201,0.139,0.1778,,,,,,,,,0.3674,,,,,,,,,,58,58,52,6,28.2457,1191.3,0.565,131.1,3,false,,,,,,,,,8,8,0.356195,16,0.03959,138.6,78,0,,0,53,649323.55874,1767.33,367.404,11.156214,0.00404,4,802533.0,2085.25,384.862,10.577386,0.003968,4,953389.0,2732.92,348.854,9.79972,0.004896,2.704,0,4,0,4,0,0.777666,-0.578828,1.356494,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999856,,,,,,,,,,,,,,,,,,,,,,,289.05485369397,45.09255118999,0.138993,0.177764,0.3674,1.468448
149,Cl* NGC 6779 CB 471,12.99,G1V," ",5790,70,65,3.8,0.35,0.35,0.2,0.1,0.1,*,289.41892,29.86569,Gaia DR3 2039184608833814272,289.41893703456,29.86567954693,0.0,0.0,170.0,1636148068921376768,2039184608833814272,311926048,0.0078,0.0097,1.468,0.0119,123.3651,3.561,-0.535,0.011,-3.521,0.012,-0.0746,0.0016,-0.127,-0.0471,0.1207,-0.0448,-0.2657,0.014,-0.0896,-0.1124,435,365,433,2,-2.2472,567.54,0.052,3.3558,31,false,1.535,,,,,,,,51,26,0.017573,55,0.006093,19.2,0,0,0.923,0,459,143031.29885,23.4777,6092.21,12.798789,0.002761,50,73766.5,38.8462,1898.94,13.168895,0.002848,45,98616.6,30.0096,3286.17,12.263021,0.003794,1.205,0,1,0,0,0,0.905874,0.370106,0.535769,-52.01,1.28,2,23,8,17,18.845,,,856.137,,5500.0,3.5,-0.25,111,,,,12.066213,0.020537,15,,NOT_AVAILABLE,0.0,0.0,0.999937,5769.7,5658.7,5819.4,3.934,3.9085,3.9528,-0.2076,-0.2871,-0.1694,685.3113,678.3994,692.792,0.204,0.147,0.2311,0.1695,0.1218,0.1921,0.0906,0.0651,0.1027,PHOENIX,289.41893977632,29.86569519395,0.169903,0.200454,-0.106,0.065148
150,BD+45 2871,10.47,G0V,*,5110,70,80,3.0,0.15,0.0,0.28,0.1,0.12," ",289.58141,45.55749,Gaia DR3 2127284421107812352,289.58138394712,45.5574326666,0.0,0.0,20.0,1636148068921376768,2127284421107812352,783630893,0.012,0.0123,2.7286,0.0134,203.4135,16.458,-10.08,0.016,-13.01,0.016,0.0209,0.1741,-0.1324,-0.083,0.1631,-0.1031,-0.1456,-0.1922,-0.0561,-0.0042,397,397,394,3,7.9269,1600.8,0.132,27.015,31,false,1.562,,,,,,,,45,29,0.022,48,0.002726,100.5,0,0,1.296,0,335,1304059.17866,205.489,6346.12,10.399123,0.002761,44,709047.0,236.74,2995.04,10.711855,0.002814,44,850438.0,166.79,5098.85,9.923789,0.003785,1.196,0,0,0,0,0,0.788066,0.312732,0.475334,-14.86,0.26,1,23,2,19,92.491,1.0358,0.09687,853.941,3.56,5750.0,4.5,-0.25,222,6.0889,3.9734,17,9.758176,0.006294,17,,NOT_AVAILABLE,0.0,0.0,0.999324,5778.1,5774.9,5783.6,3.9064,3.9034,3.909,0.0761,0.0713,0.0817,361.0641,359.3983,362.8501,0.003,8.0E-4,0.0066,0.0025,7.0E-4,0.0056,0.0013,3.0E-4,0.003,MARCS,289.5814479265,45.55749049034,0.251508,0.254243,0.0048,0.216596
151,HD 182081,9.53,G2V," ",5915,50,70,4.65,0.2,0.3,0.08,0.06,0.06," ",290.67959,7.72985,Gaia DR3 4295820654469438848,290.67945563698,7.72999619193,0.0,0.0,84.0,1636148068921376768,4295820654469438848,207125240,0.0125,0.0118,10.3846,0.0159,652.2271,45.128,-30.577,0.014,33.191,0.013,0.013,-0.2608,0.0873,-0.0911,-0.1837,-0.0459,-0.2147,-0.3033,-0.0526,-0.0316,231,231,229,2,-1.8852,373.4,0.057,2.9427,31,true,1.567,,,,,,,,26,14,0.020183,30,0.03023,17.8,2,0,0.911,0,232,3267144.5674,606.8,5384.22,9.401946,0.002763,30,1787070.0,873.949,2044.82,9.708189,0.00284,28,2128530.0,738.88,2880.75,8.927698,0.003798,1.198,0,0,0,0,0,0.780491,0.306243,0.474248,2.13,0.29,1,4,1,3,69.502,0.092597,0.35765,374.974,0.97,5750.0,3.5,-0.25,444,,,,8.731735,0.007592,3,,NOT_AVAILABLE,0.0,0.0,0.996487,5783.7,5781.2,5788.0,4.3723,4.3709,4.3736,-0.1724,-0.1795,-0.1656,96.0081,95.8607,96.1644,0.0017,4.0E-4,0.0046,0.0014,3.0E-4,0.0039,8.0E-4,1.0E-4,0.0021,MARCS,290.67959278181,7.72984867816,0.226829,0.206268,-0.0236,0.711844
152,BD+06 4171,10.56,G2V," ",5955,45,45,4.4,0.2,0.25,-0.08,0.04,0.04," ",292.71994,7.14338,Gaia DR3 4295117177495559936,292.71988089828,7.14323860295,0.0,0.0,52.0,1636148068921376768,4295117177495559936,1193467368,0.0378,0.0353,5.2229,0.0489,106.7909,35.017,-12.421,0.046,-32.74,0.039,0.2584,-0.0035,-0.0078,-0.1909,-0.2177,-0.2207,0.4251,0.0499,-0.2915,0.2948,371,371,371,0,40.8367,7076.2,0.375,178.65,31,false,1.549,,,,,,,,42,18,0.068413,48,0.02572,176.7,53,0,2.84,1,372,1299726.48262,520.615,2496.52,10.402737,0.002789,46,694139.0,231.479,2998.71,10.734927,0.002814,46,888997.0,203.061,4377.97,9.875645,0.003788,1.218,0,0,0,0,0,0.859282,0.332191,0.527092,26.03,0.41,1,15,11,9,73.381,2.4931,0.001103,934.351,4.27,5500.0,4.0,0.0,444,,,,9.649554,0.017166,3,,NOT_AVAILABLE,0.0,0.0,0.999899,5796.5,5771.1,5820.3,3.9461,3.9164,3.9832,-0.5596,-0.595,-0.5371,209.1673,199.4398,221.0554,0.2232,0.2067,0.2379,0.1876,0.1737,0.2,0.1017,0.0941,0.1084,MARCS,292.71993653678,7.14338411538,0.739111,0.611704,0.3245,0.551072
153,BD+29 3641,9.87,G0V," ",6260,25,15,4.5,0.1,0.05,-0.2,0.02,0.02," ",293.34908,30.286,Gaia DR3 2032646706561518592,293.34925665923,30.28577013265,0.0,0.0,162.0,1636148068921376768,2032646706561518592,901485749,0.0084,0.0111,6.2929,0.0127,497.0915,61.699,35.098,0.011,-50.744,0.015,-0.1998,-0.0387,-0.1101,0.0498,0.1546,0.0677,-0.4138,-0.0301,-0.0908,-0.2672,479,479,469,10,-0.4338,986.24,0.086,10.866,31,false,1.59,,,,,,,,54,26,0.022023,60,0.009307,130.9,0,0,0.985,0,468,2399309.11921,385.945,6216.72,9.737151,0.002761,56,1370020.0,322.32,4250.51,9.996721,0.002802,53,1493730.0,254.846,5861.29,9.312219,0.003784,1.194,0,0,0,0,0,0.684503,0.25957,0.424932,-27.67,0.23,1,10,4,8,91.273,-0.33734,0.499399,779.778,1.79,5750.0,3.5,0.0,440,,,,9.137945,0.007745,4,,NOT_AVAILABLE,0.0,0.0,0.999019,6066.6,6065.1,6069.4,4.0805,4.0784,4.0829,-0.6278,-0.6334,-0.6222,158.0804,157.7463,158.4227,0.001,2.0E-4,0.0028,9.0E-4,2.0E-4,0.0024,5.0E-4,1.0E-4,0.0014,MARCS,293.34907601602,30.2859956587,0.178507,0.244252,-0.2661,0.99317
154,TYC 2655-3677-1,9.93,G0V," ",6220,45,50,4.15,0.3,0.25,0.28,0.04,0.06,*,294.55336,30.60731,Gaia DR3 2032530020912166144,294.55349372817,30.6073523815,0.0,0.0,161.0,1636148068921376768,2032530020912166144,298875290,0.0078,0.0096,5.1886,0.0116,446.7627,27.726,25.622,0.011,10.595,0.012,-0.1716,-0.0558,0.0137,-0.1293,0.0605,-0.1456,-0.0864,-0.1559,-0.0018,-0.1928,505,505,498,7,-3.1408,904.8,0.073,7.6035,31,true,1.59,,,,,,,,57,27,0.017598,65,0.03036,110.0,0,0,0.901,1,508,2060428.47341,319.548,6447.96,9.902473,0.00276,59,1178100.0,380.475,3096.4,10.160586,0.002812,59,1269690.0,448.632,2830.14,9.488651,0.003799,1.188,0,0,0,0,0,0.671935,0.258113,0.413822,-29.72,0.21,1,19,13,13,103.15,-1.0801,0.772321,886.304,2.15,6000.0,4.0,0.0,444,,,,9.347237,0.011674,4,,NOT_AVAILABLE,0.0,0.0,0.999019,6214.3,6205.6,6223.0,4.194,4.191,4.1972,0.1275,0.1204,0.1351,191.7119,191.2905,192.1183,0.02,0.0144,0.0252,0.0171,0.0124,0.0216,0.0092,0.0066,0.0116,MARCS,294.55336141813,30.60730529208,0.171362,0.195725,-0.1791,0.441546
155,TYC 2655-3531-1,10.39,G2V," ",5670,60,80,4.15,0.3,0.35,0.06,0.08,0.08," ",294.64131,30.42592,Gaia DR3 2032522874086293248,294.6413862039,30.42600586807,0.0,0.0,170.0,1636148068921376768,2032522874086293248,1090390903,0.0092,0.0123,6.8376,0.0143,478.7412,23.407,13.287,0.012,19.27,0.016,-0.1124,0.0111,-0.0102,-0.0201,0.0671,-0.0402,-0.2738,-0.2533,0.1181,-0.1234,458,458,451,7,1.2222,1180.6,0.107,16.436,31,false,1.552,,,,,,,,52,28,0.022873,58,0.01192,88.27,0,0,1.04,0,445,1502994.67212,230.113,6531.55,10.244973,0.00276,51,801446.0,167.461,4785.88,10.578856,0.002799,50,1002080.0,215.055,4659.64,9.745641,0.003787,1.2,0,0,0,0,0,0.833216,0.333883,0.499332,-36.53,0.27,1,16,5,11,87.372,1.1742,0.061755,779.925,2.78,5500.0,4.5,0.25,444,8.5945,2.9345,7,9.565293,0.011062,7,,NOT_AVAILABLE,0.0,0.0,0.99885,5651.8,5647.8,5667.4,4.2541,4.2513,4.2575,-0.0306,-0.037,-0.0188,145.0643,144.6853,145.3899,0.0294,0.0265,0.0395,0.0245,0.0221,0.0329,0.0131,0.0118,0.0176,MARCS,294.64131771965,30.42592022307,0.191283,0.261975,-0.1189,0.389251
156,BD+31 3699,8.85,G0V,*,5990,45,20,3.0,0.2,0.0,-0.1,0.06,0.02," ",294.68092,32.00735,Gaia DR3 2033233021144713984,294.68090223998,32.00728466338,0.0,0.0,166.0,1636148068921376768,2033233021144713984,1777653084,0.0092,0.0115,3.2805,0.0134,244.6255,16.021,-3.113,0.013,-15.716,0.016,-0.1228,0.0598,-0.0669,-0.0048,0.0254,0.0397,-0.3387,0.1408,-0.051,-0.2679,434,434,426,8,-2.4713,778.28,0.082,8.051,31,false,1.58,,,,,,,,49,26,0.023314,52,0.005958,4.779,1,0,0.915,0,437,6062868.61916,945.687,6411.07,8.730672,0.002761,49,3406930.0,1017.78,3347.41,9.007634,0.002809,50,3855810.0,2206.46,1747.51,8.282607,0.00383,1.198,0,10,0,0,0,0.725027,0.276962,0.448065,3.4,0.21,1,4,0,4,98.977,-0.46799,0.603502,623.943,0.68,6000.0,3.5,-0.5,444,,,,8.122581,0.004878,4,,NOT_AVAILABLE,0.0,0.0,0.996487,5919.4,5918.5,5920.2,3.3253,3.3204,3.3299,-0.4456,-0.4467,-0.4448,309.185,307.595,310.9473,2.0E-4,0.0,4.0E-4,1.0E-4,0.0,3.0E-4,1.0E-4,0.0,2.0E-4,MARCS,294.68091855637,32.00735451063,0.205688,0.256949,-0.2644,0.241379
157,HD 187548,7.98,G0V," ",6170,40,45,4.8,0.15,0.2,-0.24,0.04,0.02," ",297.36189,28.61018,Gaia DR3 2028672143847239040,297.36227365749,28.61050415833,0.0,0.0,167.0,1636148068921376768,2028672143847239040,479970148,0.0106,0.0136,21.1431,0.0179,1179.4172,105.229,76.33,0.014,72.435,0.018,-0.1218,-0.0726,-0.061,0.0168,0.1398,-0.0054,-0.1627,-0.106,-0.1137,-0.1107,513,513,509,4,-3.0624,937.74,0.111,9.1284,31,false,1.587,,,,,,,,58,27,0.025606,62,0.007341,19.39,0,0,0.904,0,525,1.357323660091E7,2340.08,5800.32,7.855659,0.002762,56,7709240.0,2568.94,3000.94,8.121014,0.002814,54,8552800.0,2992.62,2857.97,7.417624,0.003798,1.198,0,3,0,0,0,0.70339,0.265355,0.438035,15.39,0.12,1,33,0,23,419.77,-1.1987,0.613401,887.881,0.79,6250.0,4.5,-0.5,222,,,,7.244784,0.00535,33,,NOT_AVAILABLE,0.0,0.0,0.998258,6001.1,6000.3,6001.9,4.3168,4.3161,4.3174,-0.675,-0.6778,-0.67,47.1169,47.0782,47.1583,2.0E-4,0.0,5.0E-4,1.0E-4,0.0,4.0E-4,1.0E-4,0.0,3.0E-4,MARCS,297.36188722533,28.61018222246,0.229453,0.294335,-0.1101,1.682863
